GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},11,102,3,9,3,20,3,5,0,2
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},14,170,5,17,5,20,5,8,0,2
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},44,83,10,10,13,21,9,6,0,3
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},14,225,4,19,4,35,3,13,0,4
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},92,140,10,12,14,28,7,8,0,4
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},23,212,4,20,9,30,4,12,0,4
jsoup,org.jsoup.parser,Token.Doctype,0,40,0,0,0,11,0,5,0,5
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},137,148,26,21,28,34,19,10,0,3
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},125,6,10,0,11,1,6,1,1,1
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},15,66,3,15,5,15,3,8,0,2
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},55,83,15,15,15,20,13,4,0,2
jsoup,org.jsoup.parser,Token.TokenType,0,64,0,0,0,7,0,1,0,1
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},26,56,6,14,6,12,6,6,0,2
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},0,50,2,10,0,10,2,6,0,2
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},35,24,11,5,6,5,8,2,0,2
jsoup,org.jsoup.parser,HtmlTreeBuilderState.new HtmlTreeBuilderState() {...},2,6,0,0,1,1,1,1,1,1
jsoup,org.jsoup.parser,Parser,12,132,0,6,4,26,3,14,3,11
jsoup,org.jsoup.parser,Token.EndTag,12,12,0,0,1,6,1,2,1,2
