GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
AutoValue Processor,com.google.auto.value.extension,AutoValueExtension,2,9,0,0,1,4,1,4,1,4
AutoValue Processor,com.google.auto.value.processor,PropertyBuilderClassifier,1,549,8,52,1,104,8,31,0,9
AutoValue Processor,com.google.auto.value.processor,TypeEncoder.RawEncodingTypeVisitor,0,5,0,0,0,2,0,2,0,2
AutoValue Processor,com.google.auto.value.processor,AutoValueOrOneOfProcessor.Property,0,100,1,3,0,23,1,16,0,15
AutoValue Processor,com.google.auto.value.processor,TypeSimplifier.CastingUncheckedVisitor,6,65,1,13,2,13,3,11,2,5
AutoValue Processor,com.google.auto.value.processor,ErrorReporter,0,47,0,2,0,15,0,7,0,6
AutoValue Processor,com.google.auto.value.processor,AutoOneOfProcessor,16,492,5,24,3,112,6,33,1,23
AutoValue Processor,com.google.auto.value.processor,ExtensionContext,0,31,0,0,0,11,0,6,0,6
AutoValue Processor,com.google.auto.value.processor,AutoAnnotationProcessor.Parameter,0,17,0,0,0,6,0,3,0,3
AutoValue Processor,com.google.auto.value.processor,MissingTypeException,0,3,0,0,0,1,0,1,0,1
AutoValue Processor,com.google.auto.value.processor,AutoValueProcessor,37,1169,13,102,5,273,12,84,1,36
AutoValue Processor,com.google.auto.value.processor,AnnotationOutput.InitializerSourceFormVisitor,0,37,0,0,0,8,0,2,0,2
AutoValue Processor,com.google.auto.value.processor,TypeMirrorSet,8,87,1,5,2,21,2,12,1,10
AutoValue Processor,com.google.auto.value.processor,JavaScanner,30,213,15,41,2,31,15,21,0,7
AutoValue Processor,com.google.auto.value.processor,AutoValueBuilderProcessor,2,54,2,6,1,15,2,6,0,4
AutoValue Processor,com.google.auto.value.processor,TemplateVars.new FilterInputStream() {...},13,0,0,0,4,0,2,0,2,0
AutoValue Processor,com.google.auto.value.processor,TemplateVars,139,225,9,25,25,45,7,22,1,11
AutoValue Processor,com.google.auto.value.processor,PropertyBuilderClassifier.PropertyBuilder,0,69,0,0,0,21,0,11,0,11
AutoValue Processor,com.google.auto.value.processor,AutoOneOfTemplateVars,0,9,0,0,0,3,0,3,0,3
AutoValue Processor,com.google.auto.value.processor,TypeEncoder,0,151,0,8,0,33,0,13,0,9
AutoValue Processor,com.google.auto.value.processor,BuilderSpec,0,225,0,26,0,48,0,20,0,7
AutoValue Processor,com.google.auto.value.processor,Optionalish,45,105,4,9,6,22,5,10,1,7
AutoValue Processor,com.google.auto.value.processor,AutoValueOrOneOfProcessor.ContainsMutableVisitor,0,12,0,0,0,1,0,2,0,2
AutoValue Processor,com.google.auto.value.processor,AnnotationOutput.SourceFormVisitor,30,118,6,8,6,31,6,10,0,9
AutoValue Processor,com.google.auto.value.processor,TypeEncoder.EncodingTypeVisitor,0,131,0,10,0,31,0,13,0,8
AutoValue Processor,com.google.auto.value.processor,TypeSimplifier,12,442,6,38,3,94,6,33,0,17
AutoValue Processor,com.google.auto.value.processor,BuilderSpec.Builder,0,333,0,30,0,70,0,21,0,6
AutoValue Processor,com.google.auto.value.processor,GwtCompatibility,64,40,4,4,11,12,5,4,2,3
AutoValue Processor,com.google.auto.value.processor,TypeEncoder.TypeRewriter,34,273,8,21,9,50,8,14,0,7
AutoValue Processor,com.google.auto.value.processor,AutoValueTemplateVars,0,41,0,0,0,14,0,3,0,3
AutoValue Processor,com.google.auto.value.processor,Reformatter,3,210,0,34,1,55,1,23,1,4
AutoValue Processor,com.google.auto.value.processor,BuilderSpec.PropertyGetter,0,22,0,0,0,8,0,4,0,4
AutoValue Processor,com.google.auto.value.processor,TypeMirrorSet.new Iterator() {...},0,24,0,0,0,5,0,4,0,4
AutoValue Processor,com.google.auto.value.processor,AutoAnnotationProcessor.Member,12,118,8,10,5,29,8,9,0,8
AutoValue Processor,com.google.auto.value.processor,TypeSimplifier.Spelling,0,9,0,0,0,4,0,1,0,1
AutoValue Processor,com.google.auto.value.processor,AbortProcessingException,0,3,0,0,0,1,0,1,0,1
AutoValue Processor,com.google.auto.value.processor,GwtSerialization.Property,88,0,8,0,19,0,12,0,8,0
AutoValue Processor,com.google.auto.value.processor,GwtSerialization,271,25,16,2,41,10,11,3,2,3
AutoValue Processor,com.google.auto.value.processor,AnnotationOutput,50,80,8,5,10,19,7,6,0,5
AutoValue Processor,com.google.auto.value.processor,TypeEncoder.AnnotatedEncodingTypeVisitor,43,69,3,3,8,16,3,6,0,6
AutoValue Processor,com.google.auto.value.processor,AutoAnnotationProcessor,91,866,10,70,18,188,9,59,1,27
AutoValue Processor,com.google.auto.value.processor,AnnotationOutput.AnnotationSourceFormVisitor,0,63,0,4,0,14,0,4,0,2
AutoValue Processor,com.google.auto.value.processor,AutoValueOrOneOfProcessor.ObjectMethod,0,44,0,0,0,2,0,1,0,1
AutoValue Processor,com.google.auto.value.processor,EclipseHack,76,60,9,3,19,18,6,4,1,3
AutoValue Processor,com.google.auto.value.processor,GwtSerialization.GwtTemplateVars,9,0,0,0,3,0,3,0,3,0
AutoValue Processor,com.google.auto.value.processor,BuilderSpec.PropertySetter,13,130,1,9,1,28,1,11,0,7
AutoValue Processor,com.google.auto.value.processor,AutoValueOrOneOfProcessor,151,966,22,121,20,210,22,83,1,32
AutoValue Processor,com.google.auto.value.processor,BuilderMethodClassifier,23,952,12,91,5,199,12,61,0,21
AutoValue Processor,com.google.auto.value.processor,AutoAnnotationTemplateVars,0,9,0,0,0,3,0,3,0,3
AutoValue Processor,com.google.auto.value.processor,SimpleMethod,2,33,1,3,1,11,1,5,0,4
AutoValue Processor,com.google.auto.value.processor.escapevelocity,DirectiveNode.SetNode,0,24,0,0,0,6,0,2,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Macro.MacroEvaluationContext,10,71,1,7,3,15,2,7,1,4
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ExpressionNode.NotExpressionNode,0,20,0,2,0,4,0,3,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.NestedTokenNode,12,8,0,0,1,3,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode,7,5,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ReferenceNode.IndexReferenceNode,31,77,4,8,4,19,4,4,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,DirectiveNode,0,5,0,0,0,2,0,1,0,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ParseException,13,45,1,1,1,6,1,3,0,3
AutoValue Processor,com.google.auto.value.processor.escapevelocity,DirectiveNode.IfNode,0,29,0,2,0,7,0,3,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.EndTokenNode,2,5,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Node,16,65,1,1,1,11,2,5,1,5
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Node.Cons,0,33,0,2,0,8,0,3,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ReferenceNode.MethodReferenceNode,64,219,6,37,6,48,6,22,0,6
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Parser.Operator,3,183,0,0,1,12,1,2,1,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Parser.OperatorParser,18,117,2,14,2,31,2,9,0,3
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Macro,34,66,1,3,6,13,2,4,1,3
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Parser,118,1247,34,160,17,318,34,111,0,43
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.ElseIfTokenNode,2,4,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,EvaluationContext.PlainEvaluationContext,0,60,0,2,0,12,0,7,0,6
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ReferenceNode,109,95,9,13,25,29,8,10,1,6
AutoValue Processor,com.google.auto.value.processor.escapevelocity,DirectiveNode.MacroCallNode,0,41,0,0,0,10,0,5,0,5
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ExpressionNode,31,37,3,5,4,10,3,6,1,4
AutoValue Processor,com.google.auto.value.processor.escapevelocity,DirectiveNode.ForEachNode,11,89,1,7,1,22,1,5,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.CommentTokenNode,2,5,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.EofNode,2,5,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.IfOrElseIfTokenNode,0,10,0,0,0,3,0,1,0,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Template,12,49,1,1,1,12,1,5,0,5
AutoValue Processor,com.google.auto.value.processor.escapevelocity,EvaluationException,4,4,0,0,2,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ConstantExpressionNode,0,11,0,0,0,4,0,2,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,Reparser,47,460,6,56,6,100,6,43,0,18
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.ElseTokenNode,2,5,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,DirectiveNode.ForEachNode.ForEachVar,0,10,0,0,0,4,0,2,0,2
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ReferenceNode.PlainReferenceNode,0,41,0,4,0,9,0,5,0,3
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ReferenceNode.MemberReferenceNode,41,143,5,11,5,22,5,7,0,4
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.IfTokenNode,2,4,0,0,1,2,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,ExpressionNode.BinaryExpressionNode,8,174,3,38,2,30,3,26,0,3
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.MacroDefinitionTokenNode,12,12,0,0,1,4,1,1,1,1
AutoValue Processor,com.google.auto.value.processor.escapevelocity,TokenNode.ForEachTokenNode,2,13,0,0,1,4,1,1,1,1
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizeExtension.Generator.MethodOverrider.CheckBooleanField,51,0,0,0,6,0,4,0,4,0
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizeExtension,2,83,1,7,1,17,1,9,0,6
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizeExtension.Generator.MethodOverrider.InitializationStrategy,0,6,0,0,0,1,0,1,0,1
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizeExtension.Generator.MethodOverrider,31,352,9,21,5,75,9,17,0,11
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizeExtension.Generator,27,218,4,10,4,42,4,8,0,5
AutoValue Processor,com.google.auto.value.extension.memoized.processor,ClassNames,3,0,0,0,1,0,1,0,1,0
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizedValidator,9,79,1,7,0,21,3,8,2,5
AutoValue Processor,com.google.auto.value.extension.memoized.processor,MemoizeExtension.Generator.MethodOverrider.NullMeansUninitialized,0,53,0,0,0,9,0,4,0,4
