joelittlejohn.jsonschema2pojo, jsonschema2pojo-core/src/main/java/org/jsonschema2pojo/util/TypeUtil.java, 44, b9b733ae36380b3c99749616ab638c3488841a50, 648cd449814a0fd28f716b7ae6ee19af153dc119
joelittlejohn.jsonschema2pojo, jsonschema2pojo-core/src/main/java/org/jsonschema2pojo/util/TypeUtil.java, 44, 75edb2e5875ad18cfae52c84540b8421f11e5e7a, 648cd449814a0fd28f716b7ae6ee19af153dc119
joelittlejohn.jsonschema2pojo, jsonschema2pojo-core/src/main/java/org/jsonschema2pojo/DefaultGenerationConfig.java, 290, 873890e93c781d8ee428a765f1ced06c7db36d54, 90d905e342901aa2c4d717d64416c8ffb4fa6332
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 58, 615135aaa2ec18ea6c0b4785749079df4db5fd7a, 714b96163228743244ba3f6341a676cff8895467
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 58, 615135aaa2ec18ea6c0b4785749079df4db5fd7a, 714b96163228743244ba3f6341a676cff8895467
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 75, 615135aaa2ec18ea6c0b4785749079df4db5fd7a, 714b96163228743244ba3f6341a676cff8895467
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 75, 615135aaa2ec18ea6c0b4785749079df4db5fd7a, 714b96163228743244ba3f6341a676cff8895467
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 101, 615135aaa2ec18ea6c0b4785749079df4db5fd7a, 714b96163228743244ba3f6341a676cff8895467
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 101, 615135aaa2ec18ea6c0b4785749079df4db5fd7a, 714b96163228743244ba3f6341a676cff8895467
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 61, 6ec426667bbf19be4fca84eec48e03152e2cfffe, ff0ad46407f9d0b70f6a074d14d3bd33dadf8f5e
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 61, 6ec426667bbf19be4fca84eec48e03152e2cfffe, ff0ad46407f9d0b70f6a074d14d3bd33dadf8f5e
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 77, 6ec426667bbf19be4fca84eec48e03152e2cfffe, ff0ad46407f9d0b70f6a074d14d3bd33dadf8f5e
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 77, 6ec426667bbf19be4fca84eec48e03152e2cfffe, ff0ad46407f9d0b70f6a074d14d3bd33dadf8f5e
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 102, 6ec426667bbf19be4fca84eec48e03152e2cfffe, ff0ad46407f9d0b70f6a074d14d3bd33dadf8f5e
joelittlejohn.jsonschema2pojo, jsonschema2pojo-cli/src/test/java/org/jsonschema2pojo/cli/ArgumentsTest.java, 102, 6ec426667bbf19be4fca84eec48e03152e2cfffe, ff0ad46407f9d0b70f6a074d14d3bd33dadf8f5e
