GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,Redirect30xInterceptor,47,319,14,42,10,71,10,22,0,4
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,ProxyUnauthorized407Interceptor,141,199,16,17,47,52,14,9,1,4
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,ResponseFiltersInterceptor,7,62,0,4,2,16,0,4,0,2
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,Interceptors,0,191,2,22,0,34,2,12,0,2
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,ConnectSuccessInterceptor,0,54,1,1,0,14,1,3,0,3
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,Continue100Interceptor.new OnLastHttpContentCallback() {...},0,24,0,0,0,4,0,2,0,2
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,Unauthorized401Interceptor,116,216,12,19,35,60,11,11,1,4
Asynchronous Http Client,org.asynchttpclient.netty.handler.intercept,Continue100Interceptor,0,22,0,0,0,7,0,2,0,2
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.CipherGen,367,160,36,6,81,47,35,8,15,7
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine,444,638,22,14,89,102,24,24,9,21
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.Type3Message,101,293,23,11,23,63,17,2,0,2
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.Type1Message,0,39,0,0,0,13,0,1,0,1
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.HMACMD5,119,0,6,0,30,0,6,0,3,0
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.MD4,3,1207,1,9,0,103,1,11,0,7
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngineException,5,4,0,0,2,2,1,1,1,1
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.NTLMMessage,48,231,5,13,11,49,7,17,3,12
Asynchronous Http Client,org.asynchttpclient.ntlm,NtlmEngine.Type2Message,26,71,5,5,7,17,4,6,0,5
Asynchronous Http Client,org.asynchttpclient.netty.handler,AsyncHttpClientHandler,99,298,15,39,21,90,13,22,0,8
Asynchronous Http Client,org.asynchttpclient.netty.handler,WebSocketHandler,91,204,15,19,24,43,15,10,2,6
Asynchronous Http Client,org.asynchttpclient.netty.handler,HttpHandler,42,262,17,43,9,58,14,26,0,10
Asynchronous Http Client,org.asynchttpclient.netty.handler,StreamedResponsePublisher,7,36,0,0,2,12,0,3,0,3
Asynchronous Http Client,org.asynchttpclient.netty.request.body,NettyInputStreamBody.new WriteProgressListener() {...},0,19,0,0,0,4,0,2,0,2
Asynchronous Http Client,org.asynchttpclient.netty.request.body,NettyReactiveStreamsBody,4,44,1,1,1,13,1,4,0,4
Asynchronous Http Client,org.asynchttpclient.netty.request.body,BodyChunkedInput,24,78,3,5,5,21,4,8,1,6
Asynchronous Http Client,org.asynchttpclient.netty.request.body,NettyCompositeByteArrayBody,42,0,2,0,10,0,4,0,3,0
Asynchronous Http Client,org.asynchttpclient.netty.request.body,NettyByteArrayBody,0,15,0,0,0,5,0,3,0,3
Asynchronous Http Client,org.asynchttpclient.netty.request.body,NettyBodyBody.new WriteProgressListener() {...},0,17,0,0,0,4,0,2,0,2
Asynchronous Http Client,org.asynchttpclient.netty.request.body,NettyBodyBody.new FeedListener() {...},5,9,0,0,3,1,2,1,2,1
